Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
SoundBoard Venture Fund,https://www.soundboardventurefund.com/,"Montclair, New Jersey",USA,"2. Prototype,3. Early Revenue","We invest in seed stage companies at USD $5-10M pre (max is $15M post money valuation)

hardware
software
IOT
B2B or B2B2C
",VC,"$50,000","$250,000"
Source Ventures,https://sourceventures.vc/,"71 rue de la Fraternité, 93100 Montreuil, France","USA,Austria,Belgium,Denmark,Finland,France,Germany,Ireland,Luxembourg,Netherlands,Portugal,Spain,Sweden,Switzerland,UK","2. Prototype,3. Early Revenue","We invest in tech startups (50 000€ or more per deal) and add value by advising entrepreneurs on their Product, Tech and Marketing. Through our sparring partner approach, we help tech startups walk the narrow path towards scalability. Feel free to reach out and let's start a conversation.",VC,"$50,000","$200,000"
South Central Ventures,https://sc-ventures.com/,"Skopje, North Macedonia","Albania,Bosnia-H,Croatia,Montenegro,North Macedonia,Serbia","3. Early Revenue,4. Scaling",We invest in Western Balkans B2B tech companies in pre-seed and seed.,VC,"$500,000","$2,000,000"
South East Angels,https://www.southeastangels.co.uk/,"Brighton, UK",UK,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest at pre-seed stage. Our portfolio so far covers: AI, AgriTech, Software, Ecommerce, AR/VR, HealthTech, MedTech, Hardware, Consumer Goods, SpaceTech, Sustainability, SaaS, Aviation, Logistics, & InsurTech. ",Angel network,"$12,000","$400,000"
Sova VC,https://sova.vc/,"88 Wood Street, London, EC@V 7RS, UK","UK,Sweden,Norway,Denmark,Ireland,Estonia,Finland","3. Early Revenue,4. Scaling,5. Growth","We invest in platform solutions (marketplaces, software platforms, etc.) on vertical markets, focusing on UK, Ireland, Baltics, Nordics and EU geographies. Our investment sweet-spot is Series A. Areas of our particular interest are: FinTech, UrbanTech and B2B and B2B2C Marketplaces.",VC,"$1,800,000","$4,700,000"
Sowing Capital,https://sowingcapital.com/,"Flat 702A, 50 Holland Street, London SE1 9FU",UK,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in the market leaders of tomorrow.
",Angel network,"$25,000","$250,000"
SP8CEVC,https://sp8cevc.com/,"26 Broadway, 8th Flr, NY NY 10004.",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest is space technology and human longevity.

We believe the emerging synergy of space technology and human longevity will enable humanity to create massive impact and value in the trillions of dollars, if not more. Investing in the founders innovating in these industries, will create robust on and off-world economies positively impacting humanity and its future generations both on and off our planet.",VC,"$666,000","$800,000"
Space Angels,https://www.spaceangels.com/venture-fund,"New York, USA","Canada,USA","2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",,Angel network,,
Space Capital,https://www.spacecapital.com/,"54 W 21st Street, Suite 508, New York, NY 10010","USA,Canada,Switzerland,UK,Singapore,Germany,Australia,Finland","3. Early Revenue,4. Scaling,5. Growth","We invest in the space economy, specifically focused on unlocking the value in space technology stacks such as GPS, geospatial intelligence, and communications. We are actively investing out of our third fund and manage over $70 million in assets. Our sector focus enables us to be a true partner to our portfolio companies and unlocks significant value far in excess of our investment capital. The companies we invest in are shaping the future. 

The history of GPS provides us with a framework for understanding how space-based technology has become a platform for innovation on a global scale. Specifically, the development of technology layers on top of space-based infrastructure and the distribution of data for mass adoption, which help unlock thousands of unique applications.",VC,"$750,000","$2,000,000"
Spacecadet Ventures,https://spacecadet.ventures/,USA,"USA,Canada,Mexico,Argentina,Colombia,India,UK,UAE,Germany,Australia,Brazil","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in forward-thinking founders who build companies at the intersection of emerging cultural & technology trends.,VC,"$100,000","$500,000"
Spark Capital,https://www.sparkcapital.com/,"332 Pine Street, Floor 7 San Francisco, CA 94104","USA,Germany,Canada,UK,Israel,France,Finland,Norway,Denmark,Sweden,Spain,Portugal","2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in the AI, consumer, commerce, devtools, fintech, software, frontier tech, and media sectors.",VC,"$1,000,000","$50,000,000"
Sparking Capital,https://www.sparkingcapital.com/,"15 Charles de Gaule Square, Bucharest,Romania",Romania,"3. Early Revenue,1. Idea or Patent,2. Prototype",We invest in Romanian early stage startups.,VC,"$50,000","$300,000"
Sparrow Capital,https://www.sparrowvc.com/," 2nd floor, Unitus/ Shakthi Rise building, 2150, 17th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",India,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in all industriues, looking for exceptional founders operating in large markets.",VC,"$200,000","$1,000,000"
Spaze Ventures,https://spazeventures.com/,Singapore,"Singapore,Malaysia,Vietnam,Indonesia,Philippines,Thailand,Australia,New Zealand","3. Early Revenue,4. Scaling","We invest in early stage technology startups with early revenue traction and wants to expand into Southeast Asia. We like Edtech, Fintech, Foodtech, AI and Enterprise solutions. ",VC,"$50,000","$500,000"
Speciale Invest,https://www.specialeinvest.com/,"3rd Floor, Sobha Pearl 1, Commissariat Road, Ashok Nagar, Bengaluru, Karnataka 560025, Bangalore, Karnataka 560025, IN","India,USA","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in Deep tech, B2B Software, and Industrial hardware-based startups at the pre-seed and seed stage. ",VC,"$100,000","$500,000"
Speedinvest,https://speedinvest.com/,"Praterstraße 1, 3rd Floor, Wien, Wien 1020, AT","USA,Austria,Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Netherlands,Norway,Poland,Romania,Slovakia,Slovenia,Sweden,Switzerland,UK,Ukraine,Israel,Turkey","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in Europe's most innovative early-stage technology startups (pre-Seed, Seed) across Climate Tech, Consumer Tech, Deep Tech, Fintech, Health, Industrial Tech, Marketplaces, SaaS, Web 3 / Crypto.",VC,"$200,000","$3,000,000"
SpeedUp Venture Capital Group,https://speedupgroup.com/en/,"Saint Martin Street 11/8, Poznan, PL","Czech Republic,Estonia,Hungary,Latvia,Lithuania,Poland,Romania,Slovakia","2. Prototype,3. Early Revenue","We invest in CEE-based companies tackling energy market problems (grid, IoT, storage, mobility) with our bigger fund, and r&d-backed pre-seed/seed companies from various sectors with our smaller fund.",VC,"$200,000","$1,000,000"
Spicehaus Partners AG,https://spicehaus.com/,"Feldpark 9, 6300 Zug, Switzerland",Switzerland,"2. Prototype,3. Early Revenue",We invest in Swiss B2B technology companies with first revenues that have the potential to scale internationally.,VC,"$300,000","$800,000"
Spinaker Alfa,http://spinakeralfa.pl/en/3301-2/,"Wólczańska 125, 90-521 Łódź, Poland",Poland,"2. Prototype,3. Early Revenue","We invest in fintech, cleantech, health tech, and ICT",VC,"$100,000","$200,000"
Spintop Ventures,https://spintopventures.com/,"Stockholm, SE","Sweden,Finland,Norway,Denmark,Iceland","3. Early Revenue,4. Scaling,2. Prototype","We invest in Nordic early-stage companies with solid product/technology, team of entrepreneurs, Nordic with global appeal, commercial traction, and clear value creation logic",VC,"$1,000,000","$2,000,000"
Spiral Ventures,https://spiral-ventures.com/,"328 North Bridge Road, Raffles Hotel Arcade, Level 02-20, Singapore 188719","India,Indonesia,Malaysia,Singapore,Vietnam,Thailand,Philippines","3. Early Revenue,2. Prototype,4. Scaling","We invest in Pre-Seed up to Series A round. Sectors that we have invested in: E-Commerce, Marketplace, FinTech, HealthTech, Supply Chain, Manufacturing as a Service, B2B/Enterprise Solution, SaaS, Consumer Platform, etc.",VC,"$100,000","$1,000,000"
Spring Capital (Estonia),https://www.springcapital.ee/,"Spring Hub: Pärnu mnt 148, Tallinn, Estonia, 11317","Croatia,Czech Republic,Denmark,Estonia,Finland,Hungary,Latvia,Lithuania,Moldova,Norway,Poland,Romania,Slovakia,Slovenia,Sweden,Ukraine","3. Early Revenue,4. Scaling",We invest in companies with at least some early customers and indications of growth.,VC,"$50,000","$200,000"
Spring Invest,https://www.spring-invest.com/,"33, Rue d'amsterdam, Paris, Île-de-France 75008, FR",France,"3. Early Revenue,4. Scaling",We invest in French software companies. Focus on the future of commerce.,VC,"$500,000","$3,000,000"
SpringTime Ventures,https://springtimeventures.com/,"Denver, Colorado 80202, US",USA,"2. Prototype,3. Early Revenue","We invest in fintech, insurtech, healthcare, logistics & supply chain in the USA only. 
Founders must be in the US and primary customers must be in the US. 
No biotech, pharma, med devices, FDA clearance. No vice industries. No hardware. ",VC,"$500,000","$700,000"
Sprint1,https://sprint1.vc/,"W177N9856 Rivercrest Dr #102, Germantown, WI 53022","USA,Canada,India","1. Idea or Patent,2. Prototype","We co-found SaaS startups with non-technical/first time founders in healthcare, HRTech, SalesTech and B2b SaaS",Startup studio,"$10,000","$100,000"
Sprout Fund,https://sproutfund.vc,"Suite 305, 10654 82nd Ave, Edmonton, AB T6E 2A7, Canada",Canada,"3. Early Revenue,4. Scaling","We invest in AI, gen AI, machine learning, enterprise SaaS, property tech, health tech, gaming applications, fintech, mental health apps, workflow optimization software, no-code applications, payment apps, retail web apps, and many others",VC,"$100,000","$300,000"
Sputnik ATX,https://www.sputnikatx.com/,"301 Congress Ave.  Austin, TX 78701",USA,2. Prototype,We invest in maker-founders with MVP and at least 1 customer.,VC,"$100,000","$100,000"
SQ Capital,https://www.sqc.hr/,"Radnicka cesta 54, Zagreb, 10 000, Croatia","Croatia,Slovenia,Serbia,Bosnia-H,North Macedonia,Montenegro","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in the best and most ambitious founders in the region. Industry agnostic.,VC,"$150,000","$500,000"
Square Peg,https://squarepegcap.com,"44a Foveaux St, 4, Surry Hills, New South Wales 2010, AU","Australia,Israel,Singapore,Indonesia,Vietnam,Malaysia","3. Early Revenue,4. Scaling,2. Prototype,5. Growth","We invest in exceptional founders across Australia, Israel and Southeast Asia ",VC,"$1,000,000","$15,000,000"
Sree Kasturi,,"Fremont, CA, USA",USA,1. Idea or Patent,"I invest in people building foundational technologies for tomorrow. My focus is deep / frontier tech: Semiconductors, Advanced Materials, Wireless, Robotics, Biotech, Space, Electro/photonics, Quantum, Nuclear. As a researcher, engineer and technology strategist, I support startups that have long horizons, bold ideas and deep conviction.",Solo angel,"$1,000","$25,000"
Stacks Accelerator,https://stacks.ac/,New York,USA,"2. Prototype,3. Early Revenue,4. Scaling",We invest in outstanding startups building decentralized apps on Bitcoin with the Stacks blockchain.,"Incubator, Accelerator","$50,000","$100,000"
Stadia Ventures,http://www.stadiaventures.com/,"383 Marshall Avenue, St. Louis, MO 63122, United States","Australia,Canada,India,Israel,New Zealand,South Africa,UK,USA","3. Early Revenue,4. Scaling","We invest in early-stage startups in sports and esports that have defined product market fit, generally with ARR between $250k-$1MM. ",VC,"$50,000","$250,000"
Staenberg Ventures,http://staenberg.com/,"2121 Terry Avenue, Seattle, WA  98121",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in a broad set of opportunities. My main criteria is can I add value?!
Sorry, I don't do ""over the transom"" deals. Previous connection to some of the people involved required.",VC,"$25,000","$1,000,000"
StageOne Ventures,https://stageonevc.com/,"2 HaMenofim Street, SeaView Building A, 4th Floor, Herzeliya, Israel 4676672, IL","Israel,USA","3. Early Revenue,2. Prototype,1. Idea or Patent","We invest in Israeli entrepreneurs.

We write first checks to innovative Israeli entrepreneurs building market disruptive deep tech companies for the enterprise world.",VC,,"$4,000,000"
Stan Rymkiewicz,,"NYC, USA",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",I invest in B2B SaaS,Solo angel,"$1,000","$10,000"
Standards Australia Future Fund,https://www.standards.org.au/futurefund,"‍The Exchange Centre Level 9, 20 Bridge Street Sydney NSW 2000","Australia,New Zealand,USA,UK,Singapore","2. Prototype,3. Early Revenue,4. Scaling","We invest in businesses that meet one of the following criteria:
• Ingesting and retailing standards materials
• Utilising materials derived from standards
• Supporting industries that need but don’t yet have standards
• Operating in innovative sectors that may require future standards
• Possessing unique technology or IP that enhances standards

We seek opportunities in areas such as:
• User experience
• Real-time information
• Compliance
• Continuous improvement
• Adoption and awareness of standards
• Performance metrics

Our preferred themes / technologies include:
• Safety: both physical and digital
• Risk Management and Best Practice Management
• Engineering: simplifying complexity
• Construction: Quality Assurance, Productivity, Education
• Green Tech: including Renewables, Hydrogen, EVs
• AgTech: focusing on optimisation, efficiency
• Interoperability, Quantum, IOT and Smart Cities, AI, Drone and Space, Asset Data Management and supportive businesses in Mining and Critical Minerals

While our Fund is stage-agnostic, it prefers post-revenue, profitable companies looking to grow.",Corporate VC,"$320,000","$3,200,000"
Star Tech Ventures,https://startechventures.eu,"Viale Tunisia 22, 20124 Milan, Italy.","Italy,Germany,France,Spain,Netherlands,UK,Sweden,Norway,Israel,Belgium,Czech Republic,Denmark,Greece","2. Prototype,3. Early Revenue","We invest in the most prominent startups within the Aerospace and Security industry, beyond the idea stage, with at least a development phase in progress, excluding pre-incorporation stages. ",VC,"$100,000","$1,500,000"
Starburst Ventures,https://starburst.aero/,"840 Apollo Street, El Segundo, CA90245","Canada,USA,France,Germany,UK,Australia","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in the fearless, building our future Aeropsace & Defense. We invest in the aviation, space, and defense sectors as well as enabling Sciences & Technology (artificial intelligence, cybersecurity, new materials, energy, robotics, computing, etc). We look for companies with significantly differentiated IP in massive markets.",VC,"$200,000","$1,000,000"
Starlight Ventures,https://starlight.vc,"2666 Brickell Avenue Miami FL 33129, USA","UK,USA,Canada,Mexico,Brazil,Argentina,Chile,Colombia,Germany,Spain,Italy,France,Israel","2. Prototype,3. Early Revenue,1. Idea or Patent",We invest in early stage startups using transformative technologies to address humanity’s biggest challenges,VC,"$100,000","$3,000,000"
